,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed
532,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 2TB m.2 SATA SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,169..00",Core i7,2 TB,64 GB,3.60 GHz
533,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 64GB RAM, 7.6TB SATA SSD, GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,169..00",Core i5,7.6 TB,64 GB,2.60 GHz
534,"Velztorm Archux CTO Gaming Desktop PC (Ryzen 7 3700X 8-Core, 64GB DDR4, 1TB PCIe SSD + 3TB HDD (3.5), GeForce RTX 3070 Ti 8GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU, Win 10 Home)",3.4 out of 5 stars,6,"$4,168..00",AMD Ryzen 7,1 TB,64 GB,3.60 GHz
535,"Velztorm CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, 64GB DDR4, 2TB PCIe SSD, GeForce RTX 3070 8GB, RGB Fans, 750W PSU, WiFi 4, Win 11 Home)",NO RATING,NO NUM RATING,"$4,168..00",AMD Ryzen 7,2 TB,64 GB,3.80 GHz
536,"Velztorm Partix (Black Gladio) CTO Gaming Desktop PC (Liquid Cooled AMD Ryzen 7-5800X 8-Core, 32GB DDR4, 1TB PCIe SSD + 3TB HDD (3.5), GeForce RTX 3080 10GB, 10GB, AC WiFi, 750W PSU, RGB Light, W10P)",NO RATING,NO NUM RATING,"$4,158..00",AMD Ryzen 7,1 TB,32 GB,3.80 GHz
537,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-12900K 3.2GHz Z690 Tuf Series 32Gb DDR4 2TB NVMe PCIe 4.0 SSD 6TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 3080 10G,NO RATING,NO NUM RATING,"$4,149..99",Core i9,6 TB,32 GB,2.60 GHz
538,Adamant Custom Liquid Cooled Gaming Desktop Computer AMD Ryzen 7 5800X 3.8Ghz Rog Crosshair 8 32Gb DDR4 RAM 5TB HDD 2TB NVMe M2 SSD 850W Toughpower PSU GeForce RTX 3080 10Gb,NO RATING,NO NUM RATING,"$4,149..99",Ryzen 7 Pro 1700X,5 TB,32 GB,3.90 GHz
539,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 3TB HDD (3.5), Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,149..00",Core i7,512 GB,64 GB,3.60 GHz
540,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 1TB m.2 SATA SSD + 3TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$4,139..00",Core i7,1 TB,64 GB,3.60 GHz
541,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB m.2 SATA SSD + 6TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$4,139..00",Core i7,512 GB,64 GB,3.60 GHz
542,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$4,139..00",Core i7,512 GB,64 GB,3.60 GHz
543,"Velztorm Ballizta Gaming Custom Desktop (AMD Ryzen 9-5950X 16-Core, GeForce RTX 3050, 64GB RAM, 4TB PCIe SSD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,138..00",AMD R Series,4 TB,64 GB,3.40 GHz
544,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
545,"YEYIAN Katana X21 Gaming PC Computer, Intel 12th Gen Alder Lake i7-12700KF 12-Core 3.6GHz, GeForce RTX 3070 8GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 120mm AIO, WiFi 6, BT 5.2, 650W 80+ Gold",4.4 out of 5 stars,130,"$2,049..00",Core i7,2 GB,16 GB,3.60 GHz
546,"Velztorm Pilum CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-3700X 8-Core, 128GB DDR4, 2TB PCIe SSD, AMD Radeon 6600XT 8GB, 120mm AIO, RGB Fans, 750W PSU WiFi-N, Win10P)",NO RATING,NO NUM RATING,"$4,130..00",AMD Ryzen 7,2 TB,128 GB,3.60 GHz
547,Adamant Custom 12-Core Liquid Cooled Media Workstation Gaming Desktop Computer Intel Core i7-12700K 3.6GHz Z690 Aorus 32Gb DDR4 2TB NVMe 1800MBs SSD 8TB HDD 850W Toughpower PSU Geforce RTX 3080 Ti 12G,NO RATING,NO NUM RATING,"$4,129..99",Core i7,8 TB,32 GB,3.60 GHz
548,"XOTIC Z490 V200 Gamer Computer (Intel 10th Gen i9-10900K 10-core 5.3GHz Turbo, 32GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3090 24GB, Windows 10) Liquid Cooled VR Ready Gaming Desktop PC",NO RATING,NO NUM RATING,"$4,129..00",Core i9,2.5 TB,32 GB,3.70 GHz
549,"ASUS ROG Strix G15CE Gaming & Entertainment Desktop PC (Intel i7-11700KF 8-Core, 32GB RAM, 512GB m.2 SATA SSD + 3TB HDD (3.5), GeForce RTX 3080, WiFi, Bluetooth, 6xUSB 3.1, Win 10 Home)",NO RATING,NO NUM RATING,"$4,128..00",Core i7,512 GB,32 GB,3.60 GHz
550,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,119..00",Core i7,512 GB,64 GB,3.60 GHz
551,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 1TB m.2 SATA SSD + 3TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,119..00",Core i7,1 TB,64 GB,3.60 GHz
552,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB m.2 SATA SSD + 6TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,119..00",Core i7,512 GB,64 GB,3.60 GHz
553,"Velztorm Archux CTO Gaming Desktop PC (Ryzen 7 3700X 8-Core, 64GB DDR4, 1TB PCIe SSD + 2TB HDD (3.5), GeForce RTX 3070 Ti 8GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU, Win 10 Home)",NO RATING,NO NUM RATING,"$4,108..00",AMD Ryzen 7,1 TB,64 GB,3.60 GHz
554,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3060 Ti, 32GB RAM, 2TB PCIe SSD + 6TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,108..00",AMD R Series,2 TB,32 GB,3.70 GHz
555,"Velztorm Ossix CTO SFF Gaming Desktop PC (AMD Ryzen 7 5800X 8-Core, 32GB DDR4, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3070 8GB, RGB Fans, 750W PSU, WiFi 4, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,108..00",AMD Ryzen 7,2 TB,32 GB,3.80 GHz
556,"Velztorm CTO Gaming Desktop PC (AMD Ryzen 7 3700X 8-Core, 32GB DDR4, 512GB PCIe SSD + 3TB HDD (3.5), GeForce RTX 3080 Ti 12GB, 120mm AIO,VR Ready, RGB Fans, 2xHDMI, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,108..00",AMD Ryzen 7,512 GB,32 GB,3.60 GHz
557,Adamant Custom 10-Core Liquid Cooled Workstation Desktop Computer PC System Intel Core i9 10900K 3.7Ghz Z590 Prime Series 128Gb DDR4 2TB NVMe SSD 5TB HDD 750W PSU WiFi Bluetooth Quadro RTX 4000 8Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,4 TB,128 GB,3.70 GHz
558,"CUK Stratos Mini Gaming PC (Liquid Cooled Intel Core i9-12900KF, 64GB DDR4 RAM, 1TB NVMe + 2TB HDD, NVIDIA GeForce RTX 3090 24GB, Windows 11 Home) Tiny RGB Desktop Computer",4.2 out of 5 stars,53,"$4,099..99",Core i9,3000 GB,64 GB,2.40 GHz
559,Adamant Custom 16-Core Media Workstation Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Prime 32Gb DDR4 2x2TB NVMe 1800MB/s SSD 6TB HDD 850W PSU Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,6 TB,32 GB,2.60 GHz
560,Adamant Custom 16-Core Extreme Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Aorus 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 4TB HDD 850W Toughpower PSU Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,4 TB,32 GB,2.60 GHz
561,Adamant Custom Extreme 8-Core Gaming Desktop Computer PC System AMD Ryzen 7 5800X 3.8GHz X570 Tuf 32Gb DDR4 2TB NVMe SSD 6TB HDD 850W PSU WiFi Bluetooth Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",AMD R Series,6 TB,32 GB,3.80 GHz
562,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 1TB NVMe 3500MB/s SSD 4TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",AMD R Series,4 TB,32 GB,3.70 GHz
563,Adamant Custom 12-Core Extreme Gaming Desktop Computer PC AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 3TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",AMD R Series,3 TB,32 GB,3.70 GHz
564,Adamant Custom Extreme 16-Core Gaming Desktop Computer PC System AMD Ryzen 9 5950X 3.4GHz X570 32Gb DDR4 1TB NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",AMD R Series,1 TB,32 GB,3.40 GHz
565,Adamant Custom 16-Core Gaming Desktop Computer PC System AMD Ryzen 9 5950X 3.4GHz X570 32Gb DDR4 500Gb NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",AMD R Series,500 GB,32 GB,3.40 GHz
566,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Z590 Prime 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 4TB HDD 850W PSU WiFi Bluetooth Geforce RTX 3080 Ti 12Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,4 TB,32 GB,3.50 GHz
567,Adamant Custom 8-Core Liquid Cooled Extreme Gaming Desktop Computer PC System Intel Core i9 11900K 3.5Ghz Z590 Prime 32Gb DDR4 2x2TB NVMe SSD 6TB HDD 850W PSU Geforce RTX 3080 10Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,6 TB,32 GB,3.50 GHz
568,Adamant Custom 8-Core Liquid Cooled Workstation Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Z590 Tuf 32Gb DDR4 2TB NVMe PCIe 4.0 SSD 6TB HDD 850W Toughpower PSU Geforce RTX 3080,NO RATING,NO NUM RATING,"$4,099..99",Core i9,6 TB,32 GB,3.50 GHz
569,Adamant Custom 16-Core Liquid Cooled Workstation Gaming Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Tuf 32Gb DDR4 1TB NVMeSSD 6TB HDD 850W Toughpower PSU Geforce RTX 3080,NO RATING,NO NUM RATING,"$4,099..99",AMD R Series,6 TB,32 GB,3.40 GHz
570,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
571,"YEYIAN Katana X21 Gaming PC Computer, Intel 12th Gen Alder Lake i7-12700KF 12-Core 3.6GHz, GeForce RTX 3070 8GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 120mm AIO, WiFi 6, BT 5.2, 650W 80+ Gold",4.4 out of 5 stars,130,"$2,049..00",Core i7,2 GB,16 GB,3.60 GHz
572,Adamant Custom 10-Core Media Workstation Gaming Desktop Computer Intel Core i9 10850K 3.6GHz Z590 Aorus 32Gb RAM 500Gb NVMe 980 PRO SSD 5TB HDD 850W PSU WiFi Bluetooth Geforce RTX 3080 10Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,5 TB,32 GB,3.60 GHz
573,Adamant Custom 12-Core Workstation Gaming Desktop Computer PC Intel Core i9 10920X 3.5GHz X299 Aorus 32Gb RAM 2TB NVMe SSD 8TB HDD 850W PSU Geforce RTX 3070 8Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,8 TB,32 GB,3.60 GHz
574,Adamant Custom 10-Core Extreme Gaming Desktop Computer PC Intel Core i9 10900X 3.7GHz X299 Prime 32Gb RAM 2TB NVMe SSD 6TB HDD 850W Geforce RTX 3080 10Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,6 TB,32 GB,3.70 GHz
575,Adamant Custom 16-Core Gaming Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Aorus Pro 32Gb RAM 1TB NVMe PCIe 4.0 SSD 5TB HDD 850W WiFi Bluetooth Geforce RTX 3080 10Gb,NO RATING,NO NUM RATING,"$4,099..99",Ryzen 9,5 TB,32 GB,3.40 GHz
576,Adamant Custom 10-Core 3D Modelling SolidWorks CAD Workstation Desktop Computer Intel Core i9-10850K 3.6GHz Z590 Tuf Series 64Gb RAM 2TB NVMe 3500MB/s SSD 8TB HDD 850W Quadro RTX 4000 8Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i9,8 TB,32 GB,3.60 GHz
577,Adamant Custom 8-Core Liquid Cooled CAD Workstation Desktop Computer System Intel Core i7 10700K 3.8Ghz Z590 Tuf 128Gb DDR4 512Gb NVMe SSD 3TB HDD 600W WiFi Bluetooth Quadro RTX 4000 8Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i7,3 TB,128 GB,3.70 GHz
578,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i7 10700K 3.8Ghz Z590 Tuf Series 32Gb RAM 2TB NVMe 3500MB/s SSD 8TB HDD 850W WiFi Bluetooth Geforce RTX 2080 8Gb,NO RATING,NO NUM RATING,"$4,099..99",Core i7,8 TB,32 GB,3.80 GHz
579,Adamant Custom 16-Core Gaming Desktop Computer PC Media Workstation AMD Ryzen 9 5950X 3.4Ghz 32Gb DDR4 2x2TB NVMe SSD 8TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 2080 8Gb,NO RATING,NO NUM RATING,"$4,099..99",Ryzen 9,8 TB,32 GB,3.40 GHz
580,Adamant Custom 18X-Core Liquid Cooled Workstation Desktop Computer Intel Core i9 10980XE 3.0Ghz X299X Series 128Gb DDR4 RAM 6TB HDD 1TB NVMe SSD 850W PSU Wi-Fi 4 x Mini DisplayPorts,NO RATING,NO NUM RATING,"$4,099..99",Core i9,6 TB,128 GB,3.00 GHz
581,"XOTIC Z590 H510 Enthusiast Gaming Desktop (Intel 11th Gen i7-11700K 8-core 5.0GHz Turbo, 32GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3090 24GB, Windows 10) Liquid Cooled Gamer Computer PC",NO RATING,NO NUM RATING,"$4,099..00",Core i7,2.5 TB,32 GB,3.60 GHz
582,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 2TB HDD (3.5), Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,089..00",Core i7,512 GB,64 GB,3.60 GHz
583,"CyberPowerPC Gamer Supreme Liquid Cool Gaming Desktop Computer, Intel Core i9-11900KF 3.5GHz, 16GB RAM, 1TB SSD + 2TB HDD, NVIDIA GeForce RTX 3090 24GB, Windows 10 Home, Free Upgrade to Windows 11",NO RATING,NO NUM RATING,"$4,079..99",-,2 TB,16.0 GB,3.5 GHz
584,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 1TB m.2 SATA SSD + 2TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$4,079..00",Core i7,1 TB,64 GB,3.60 GHz
585,"CLX Set TGMSETRTH0B30BM Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7GHz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3090 24GB GDDR6X Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 11 Home",NO RATING,NO NUM RATING,"$4,069..49",Ryzen 9,3 TB,32 GB,3.7 GHz
586,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 2TB HDD (3.5), Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,069..00",Core i7,512 GB,64 GB,3.60 GHz
587,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 1TB m.2 SATA SSD + 2TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,059..00",Core i7,1 TB,64 GB,3.60 GHz
588,"XOTIC Z490 Meshify C Gamer Computer (Intel 10th Gen i7-10700K 8-core 5.1GHZ Turbo, 32GB DDR4 RAM, 500GB NVMe SSD + 2TB HDD, RTX 3090 24GB, Windows 10) Liquid Cooled Gaming Desktop PC",5.0 out of 5 stars,1,"$4,049..00",Core i7,2.5 TB,32 GB,3.80 GHz
589,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 6TB HDD (3.5), Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,049..00",Core i7,512 GB,64 GB,3.60 GHz
590,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 1TB HDD (3.5), Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,049..00",Core i7,512 GB,64 GB,3.60 GHz
591,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 1TB m.2 SATA SSD, GeForce RTX 3070, WiFi, Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,049..00",Core i7,1 TB,64 GB,3.60 GHz
592,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 2TB PCIe SSD + 6TB HDD (3.5), GTX 1650 Super, WiFi, Bluetooth, HDMI, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$4,049..00",Core i5,2 TB,128 GB,2.60 GHz
593,"CLX Set Gaming Desktop w/Intel Core i9 10900KF Processor, 32GB DDR4 Memory, GeForce RTX 3090 Graphics, 480 GB SSD, 3 TB HDD, WiFi, Windows 10 Home 64-bit",NO RATING,NO NUM RATING,"$4,039..49",Core i9,3 TB,32 GB,3.7 GHz
594,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 256GB PCIe SSD + 2TB HDD (3.5), Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,039..00",Core i7,256 GB,64 GB,3.60 GHz
595,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 256GB m.2 SATA SSD + 2TB HDD (3.5), Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,039..00",Core i7,256 GB,64 GB,3.60 GHz
596,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
597,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
598,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 3TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$4,039..00",Core i7,512 GB,64 GB,3.60 GHz
599,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3070, 64GB RAM, 1TB PCIe SSD + 3TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,038..00",AMD R Series,1 TB,64 GB,3.70 GHz
600,"Velztorm CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, 64GB DDR4, 1TB PCIe SSD, GeForce RTX 3070 8GB, RGB Fans, 750W PSU, WiFi 4, Win 11 Pro)",NO RATING,NO NUM RATING,"$4,038..00",AMD Ryzen 7,1 TB,64 GB,3.80 GHz
601,"Velztorm Gaming Desktop PC Black (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 1TB PCIe SSD + 2TB HDD (3.5), GeForce GTX 1660 Super, 6GB,120mm AIO, RGB Fans,750W PSU, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,038..00",AMD Ryzen 7,1 TB,128 GB,3.60 GHz
602,"Skytech Prism II Gaming PC Desktop – Intel Core i7 11700K 3.6 GHz, RTX 3090 24G GDDR6X, 1TB NVME SSD, 16G DDR4 3200, 1000W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",4.5 out of 5 stars,558,"$4,029..99",Core i7,1 TB,16 GB,3.6 GHz
603,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 1TB HDD (3.5), Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,029..00",Core i7,512 GB,64 GB,3.60 GHz
604,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 512GB PCIe SSD + 6TB HDD (3.5), Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,029..00",Core i7,512 GB,64 GB,3.60 GHz
605,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 1TB m.2 SATA SSD, GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,029..00",Core i7,1 TB,64 GB,3.60 GHz
606,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 2TB PCIe SSD + 6TB HDD (3.5), GTX 1650 Super, WiFi, Bluetooth, HDMI, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$4,029..00",Core i5,2 TB,128 GB,2.60 GHz
607,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 256GB PCIe SSD + 2TB HDD (3.5), Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,019..00",Core i7,256 GB,64 GB,3.60 GHz
608,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 256GB m.2 SATA SSD + 2TB HDD (3.5), Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$4,019..00",Core i7,256 GB,64 GB,3.60 GHz
609,"Velztorm Novux Gaming Custom Desktop (Intel i5-12600K (Alder Lake) 10-Core, GeForce RTX 3050, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD, WiFi, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$4,008..00",Core i5,4 TB,64 GB,3.70 GHz
610,"Velztorm Azcia CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, 32GB DDR4, 2TB PCIe SSD + 6TB HDD (3.5), GeForce GTX 3070 8GB, VR Ready, 240mm AIO, RGB Fans, 750W PSU, WiFi, W10P)",NO RATING,NO NUM RATING,"$4,008..00",AMD Ryzen 7,2 TB,32 GB,3.80 GHz
611,"CUK MPG Velox by MSI Gaming Desktop (Intel Core i9-12900KF, 64GB DDR4 RAM, 1TB NVMe SSD + 3TB HDD, NVIDIA GeForce RTX 3090 24GB, Windows 11 Home) Gamer PC Computer",5.0 out of 5 stars,16,"$3,999..99",Core i9,4000 GB,64 GB,2.40 GHz
612,"Empowered PC Sentinel Gamer PC (Liquid Cooled Intel Core i9-12900KF, 64GB RAM, 1TB NVMe SSD + 2TB HDD, NVIDIA GeForce RTX 3090 24GB, 850W PSU, AC WiFi, Windows 11 Home) Gaming Tower Desktop Computer",4.6 out of 5 stars,32,"$3,999..99",Core i9,3000 GB,64 GB,2.40 GHz
