,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed,Brand,Bluetooth,Liq. Cooled,RAM: Type,RAM : GB,Processor Speed: GHz,Disk Size: GB
1095,Adamant Custom 16-Core Gaming Desktop Computer PC AMD Ryzen 9 5950X 3.4GHz X570 Series 32Gb DDR4 RAM 5TB HDD 1TB NVMe SSD 750W PSU Wi-Fi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3299.99,Ryzen 9,5 TB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,5000.0 GB
1096,Adamant Custom 6-Core Gaming Desktop Computer AMD Ryzen 5 5600X 3.7Ghz X570 32Gb DDR4 RAM 5TB HDD 1TB NVMe SSD 750W PSU Geforce RTX 3080 10Gb,0.0/0,0,3299.99,Ryzen 5,5 TB,32 GB,3.70 GHz,Adamant,0,0,GB,32.0,3.7,5000.0 GB
1097,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 9 5900X 3.7Ghz X570 32Gb DDR4 RAM 2TB SSD 750W PSU Wi-Fi Bluetooth Geforce RTX 2080 8Gb,0.0/0,0,3299.99,AMD R Series,2 TB,32 GB,3.80 GHz,Adamant,1,1,GB,32.0,3.8,2000.0 GB
1098,"Dell XPS 8950 Gaming Desktop Computer 12th Gen Intel Core i7-12700K 12-Core up to 5.00 GHz CPU, 32GB DDR5 RAM, 2TB SSD + 2TB HDD, GeForce RTX 3060 12GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home",0.0/0,0,3299.0,Intel Core i7,4000 GB,12.00 GB,3.60 GHz,Dell,0,0,GB,12.0,3.6,4000.0 GB
1099,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 32GB DDR5 4800MHz RAM, 6TB HDD (3.5), GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",0.0/0,0,3299.0,Intel Core i7,6 TB,32 GB,3.60 GHz,MSI,0,0,GB,32.0,3.6,6000.0 GB
1101,"Velztorm Archux CTO Gaming Desktop PC (Ryzen 7-3700X 8-Core, 32GB DDR4, 2TB PCIe SSD + 2TB HDD (3.5), GeForce RTX 3060 Ti 8GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU, Win 10 Pro)",0.0/0,0,3298.99,Ryzen 7,2 TB,32 GB,3.60 GHz,Velztorm,0,0,GB,32.0,3.6,2000.0 GB
1102,"Velztorm Ferrux Custom Built Gaming Desktop PC (AMD Ryzen 9-5900X 12-Core, 32GB DDR4, 2TB PCIe SSD + 2TB HDD (3.5), GeForce GTX 1650 4GB, WiFi-N, 240mm AIO, RGB Fans, 750W PSU, Win 10 Pro)",0.0/0,0,3298.0,AMD R Series,2 TB,32 GB,3.70 GHz,Velztorm,0,0,GB,32.0,3.7,2000.0 GB
1103,"OMEN 30L by HP Desktop PC Intel i7-10700K 3.8GHz W/Liquid Cooling, 16 GB DDR4-3200 XMP SDRAM Black 512GB M.2 SSD + 1TB SATA HDD, GeForce RTX 3090 24 GB Win 10Pro(2H4A2AV)",0.0/0,0,3299.95,Intel Core i7,512 GB,16 GB,3.80 GHz,OMEN,0,1,GB,16.0,3.8,512.0 GB
1105,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 32GB RAM, 4TB SSD + 4TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home, Black",0.0/0,0,3289.0,Intel Core i7,8000 GB,32 GB,2.50 GHz,Dell,0,0,GB,32.0,2.5,8000.0 GB
1106,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3060 Ti, 32GB RAM, 1TB PCIe SSD + 3TB HDD, USB 3.2, HDMI, Display Port, Win 10 Home)",0.0/0,0,3288.0,AMD R Series,1 TB,32 GB,3.70 GHz,Velztorm,0,0,GB,32.0,3.7,1000.0 GB
1107,"CLX Set TGMSETRTH1658BM Gaming Desktop - Liquid Cooled Intel Core i9 10850K 3.6GHz 10-Core Processor, 32GB DDR4 Mem, GeForce RTX 3080 Ti 12GB GDDR6X Graphics, 500GB SSD, 4TB HDD, WiFi, Windows 11 Home",0.0/0,0,3269.49,Intel Core i9,4 TB,32 GB,3.6 GHz,CLX,0,1,GB,32.0,3.6,4000.0 GB
1108,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 128GB RAM, 512GB SSD + 4TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Pro, Black",0.0/0,0,3259.0,Intel Core i7,4512 GB,128 GB,2.50 GHz,Dell,0,0,GB,128.0,2.5,4512.0 GB
1109,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 128GB RAM, 1TB SSD + 2TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Pro, Black",0.0/0,0,3259.0,Intel Core i7,3000 GB,128 GB,2.50 GHz,Dell,0,0,GB,128.0,2.5,3000.0 GB
1110,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 128GB RAM, 1TB SSD + 4TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home, Black",0.0/0,0,3259.0,Intel Core i7,5000 GB,128 GB,2.50 GHz,Dell,0,0,GB,128.0,2.5,5000.0 GB
1111,"CUK Mantis Gamer PC (Intel Core i9 10900KF, 64GB DDR4 RAM, 1TB NVMe SSD + 2TB HDD, NVIDIA GeForce RTX 3080 TI 10GB, AC WiFi, Windows 11 Home) Gaming Tower Desktop Computer",4.1/5,92,3249.99,Intel Core i9,3000 GB,64 GB,3.70 GHz,CUK,0,0,GB,64.0,3.7,3000.0 GB
1114,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Aorus 32Gb DDR4 500Gb NVMe 3100MB/s SSD 4TB HDD 750W WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3249.99,Intel Core i9,4 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,4000.0 GB
1115,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Tuf 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 5TB HDD 850W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3249.99,Intel Core i9,5 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,5000.0 GB
1118,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer Intel Core i7-12700K 3.6GHz Z690 Prime 32Gb DDR4 500Gb NVMe 3500MB/s SSD 4TB HDD 850W PSU WiFi Bluetooth Geforce RTX 3080 10Gb,0.0/0,0,3249.99,Intel Core i7,4 TB,32 GB,3.60 GHz,Adamant,1,1,GB,32.0,3.6,4000.0 GB
1119,Adamant Custom 8-Core Gaming Desktop Computer Media Workstation AMD Ryzen 7 5800X 3.8GHz X570 Aorus 32Gb DDR4 1TB NVMe PCIe 4.0 SSD 6TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3249.99,AMD R Series,6 TB,32 GB,3.80 GHz,Adamant,1,0,GB,32.0,3.8,6000.0 GB
1120,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer PC System AMD Ryzen 9 5900X 3.4GHz X570 32Gb DDR4 1TB NVMe PCIe 4.0 SSD 4TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3249.99,AMD R Series,4 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,4000.0 GB
1121,Adamant Custom 6-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 5 5600X 3.7GHz X570 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 2TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3080 10Gb,0.0/0,0,3249.99,AMD R Series,2 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,2000.0 GB
1122,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Z590 Tuf 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 4TB HDD 850W Toughpower PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3249.99,Intel Core i9,4 TB,32 GB,3.50 GHz,Adamant,1,1,GB,32.0,3.5,4000.0 GB
1124,Adamant Custom 16-Core Liquid Cooled Workstation Gaming Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Prime 32Gb DDR4 1TB NVMe PCIe 4.0 SSD 5TB HDD 750W WiFi Bluetooth Geforce RTX 3060 Ti,0.0/0,0,3249.99,AMD R Series,5 TB,32 GB,3.40 GHz,Adamant,1,1,GB,32.0,3.4,5000.0 GB
1125,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10850K 3.6GHz Z590 Tuf 32Gb RAM 1TB NVMe SSD 5TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3249.99,Intel Core i9,5 TB,32 GB,3.60 GHz,Adamant,1,1,GB,32.0,3.6,5000.0 GB
1126,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9-10850K 3.6Ghz Z590 Tuf Series 32Gb RAM 1TB NVMe 1800MB/s SSD 4TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0/0,0,3249.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,0,1,GB,32.0,3.7,4000.0 GB
1127,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i7 10700K 3.8Ghz Z590 Prime Series 16Gb RAM 1TB NVMe SSD 3TB HDD 750W Geforce RTX 2080 8Gb,0.0/0,0,3249.99,Intel Core i7,3 TB,16 GB,3.80 GHz,Adamant,0,1,GB,16.0,3.8,3000.0 GB
1128,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10900K 3.7Ghz 32Gb RAM 1TB NVMe 3500MB/s SSD 5TB HDD WiFi Bluetooth Geforce RTX 2080 8Gb,0.0/0,0,3249.99,Intel Core i9,5 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,5000.0 GB
1129,Adamant Custom 16-Core Gaming Desktop Computer Workstation AMD Ryzen 9 5950X 3.4GHz X570 Series 16Gb DDR4 RAM 2TB HDD 512Gb NVMe SSD WiFi Bluetooth Geforce RTX 2080 8Gb,0.0/0,0,3249.99,Ryzen 9,2 TB,16 GB,3.40 GHz,Adamant,1,0,GB,16.0,3.4,2000.0 GB
1130,Adamant Custom 6-Core Gaming Desktop Computer AMD Ryzen 5 5600X 3.7GHz X570 32Gb DDR4 RAM 2TB SSD 750W PSU Wi-Fi Bluetooth Geforce RTX 3080 10Gb,0.0/0,0,3249.99,Ryzen 5,2 TB,32 GB,3.70 GHz,Adamant,1,0,GB,32.0,3.7,2000.0 GB
1131,Adamant Custom 12-Core Liquid Cooled Gaming Desktop Computer AMD Ryzen 9 5900X 3.7GHz 32Gb DDR4 RAM 4TB HDD 500Gb NVMe 3500MB/s SSD Wi-Fi Bluetooth Geforce RTX 2080 8Gb,0.0/0,0,3249.99,AMD R Series,4 TB,32 GB,3.80 GHz,Adamant,1,1,GB,32.0,3.8,4000.0 GB
1132,"CLX Set Gaming Desktop - Liquid Cooled AMD Ryzen 7 5800X 3.8GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3080 Ti 12GB GDDR6X Graphics, 500GB SSD, 4TB HDD, WiFi, Windows 11 Home 64-bit, Black",0.0/0,0,3249.49,Ryzen 7,4 TB,32.0 GB,3.8 GHz,CLX,0,1,GB,32.0,3.8,4000.0 GB
1133,"CLX Set VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10940X 3.3Ghz 14-Core Processor, 32GB DDR4 Memory, GeForce RTX 3070 8GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",3.0/5,1,3249.49,Intel Core i9,3 TB,32 GB,3.30 GHz,CLX,0,1,GB,32.0,3.3,3000.0 GB
1134,"CLX Set VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 9900KF 3.6GHz 8-Core Processor, 32GB DDR4 Memory, Radeon RX 6900 XT 16GB GDDR6 Graphics, 480GB SSD, 3TB HDD, WiFi, Windows 11 Home 64-bit",0.0/0,0,3239.49,Intel Core i9,3 TB,32 GB,3.6 GHz,CLX,0,1,GB,32.0,3.6,3000.0 GB
1135,"CLX Set Gaming Desktop w/Intel Core i9 10900X Processor, 32GB DDR4 Memory, GeForce RTX 3080 Graphics, 480 GB SSD, 3 TB HDD, WiFi, Windows 10 Home 64-bit,Black",0.0/0,0,3239.49,Intel Core i9,3 TB,32 GB,3.7 GHz,CLX,0,0,GB,32.0,3.7,3000.0 GB
1136,"MSI Aegis RS 10TH-061US Gaming Desktop Tower Intel Core i7-10700K, GeForce RTX 3090, 16GB Memory, 1TB SSD + 2TB HDD, WiFi 6, Liquid Cooling, USB Type-C, VR-Ready, Windows 10 Home (Renewed)",5.0/5,2,3233.64,Intel Core i7,1 TB,16 GB,3.8 GHz,MSI,0,1,GB,16.0,3.8,1000.0 GB
1138,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 128GB RAM, 1TB SSD + 1TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Pro, Black",0.0/0,0,3229.0,Intel Core i7,2000 GB,128 GB,2.50 GHz,Dell,0,0,GB,128.0,2.5,2000.0 GB
1139,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 64GB RAM, 1TB SSD + 10TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Pro, Black",0.0/0,0,3219.0,Intel Core i7,11000 GB,64 GB,2.50 GHz,Dell,0,0,GB,64.0,2.5,11000.0 GB
1140,"CLX Set Gaming Desktop - Liquid Cooled Intel Core i7 11700KF 3.6GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3080 Ti 12GB GDDR6X Graphics, 500GB SSD, 4TB HDD, WiFi, Windows 11 Home 64-bit,Black",0.0/0,0,3209.49,Intel Core i7,4 TB,32.0 GB,3.6 GHz,CLX,0,1,GB,32.0,3.6,4000.0 GB
1141,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 32GB DDR5 4800MHz RAM, 6TB HDD (3.5), GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",0.0/0,0,3209.0,Intel Core i7,6 TB,32 GB,3.60 GHz,MSI,1,0,GB,32.0,3.6,6000.0 GB
1144,"Velztorm Novux Gaming Custom Desktop (Intel i5-12600K (Alder Lake) 10-Core, GeForce RTX 3050, 64GB DDR5 4800MHz RAM, 1TB PCIe SSD + 3TB HDD, WiFi, USB 3.2, HDMI, Display Port, Win 10 Pro)",0.0/0,0,3208.0,Intel Core i5,1 TB,64 GB,3.70 GHz,Velztorm,0,0,GB,64.0,3.7,1000.0 GB
1145,"CUK Aegis R by MSI Gaming Desktop (Liquid Cooled Intel Core i9-12900KF, 64GB DDR4 RAM, 1TB NVMe SSD + 3TB HDD, NVIDIA GeForce RTX 3080, Windows 10 Home) Gamer PC Computer",3.8/5,7,3199.99,Intel Core i9,4000 GB,64 GB,3.50 GHz,MSI,0,1,GB,64.0,3.5,4000.0 GB
1146,"Thermaltake LCGS Avalanche i380 AIO Liquid Cooled CPU Gaming Desktop (Intel® Core™ i9-12900KF, 32GB DDR5 5200Mhz, NVIDIA® GeForce RTX™ 3080, 1TB NVMe M.2, WiFi, Win10 Home) D3AV-Z690-380-LCS",0.0/0,0,3199.99,Intel Core i9,1 TB,12 GB,3.2 GHz,Thermaltake,0,1,GB,12.0,3.2,1000.0 GB
1147,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i7-10700K, GeForce RTX 3080, 16GB Memory, 1TB SSD + 2TB HDD, WiFi 6, Liquid Cooling, USB Type-C, VR-Ready, Windows 10 Home Adv. (10TE-081US)",3.7/5,8,3199.99,Intel Core i7,1 TB,16 GB,3.8 GHz,MSI,0,1,GB,16.0,3.8,1000.0 GB
1148,"Empowered PC Sentinel Gamer PC (Liquid Cooled Intel Core i9-11900KF, 64GB RAM, 1TB NVMe + 2TB HDD, NVIDIA GeForce RTX 3080 Ti 12GB, 850W PSU, AC WiFi, Windows 11 Home) Gaming Tower Desktop Computer",0.0/0,0,3199.99,Intel Core i9,3000 GB,64 GB,3.50 GHz,Empowered,0,1,GB,64.0,3.5,3000.0 GB
1149,Adamant Custom 16-Core Liquid Cooled Workstation Gaming Desktop Computer PC AMD Ryzen 9 5950X 3.4GHz X570 TUF 32Gb DDR4 1TB NVMe SSD 5TB HDD 750W WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,0.0/0,0,3199.99,AMD R Series,5 TB,32 GB,3.40 GHz,Adamant,1,1,GB,32.0,3.4,5000.0 GB
1151,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Prime 32Gb DDR4 500Gb NVMe 3100MB/s SSD 4TB HDD 750W WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,4000.0 GB
1152,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9-12900K 3.2GHz Z690 Prime 32Gb DDR4 1TB NVMe 3500MB/s SSD 5TB HDD 750W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Intel Core i9,5 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,5000.0 GB
1153,Adamant Custom 16-Core Liquid Cooled Gaming Desktop Computer System Intel Core i9-12900K 3.2GHz Z690 Aorus 32Gb DDR4 1TB NVMe 3500MB/s SSD 6TB HDD 750W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Intel Core i9,6 TB,32 GB,3.20 GHz,Adamant,1,1,GB,32.0,3.2,6000.0 GB
1154,Adamant Custom 16-Core Gaming Desktop Computer PC System AMD Ryzen 9 5950X 3.4GHz X570 32Gb DDR4 500Gb NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3199.99,AMD R Series,500 GB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,500.0 GB
1155,Adamant Custom 6-Core Liquid Cooled Gaming Desktop Computer PC AMD Ryzen 5 5600X 3.7GHz X570 32Gb DDR4 1TB NVMe 3500MB/s SSD 750W PSU WiFi Bluetooth Geforce RTX 3080 10Gb,0.0/0,0,3199.99,AMD R Series,1 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,1000.0 GB
1156,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Z590 Prime 32Gb DDR4 500Gb NVMe PCIe 4.0 SSD 4TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 Ti 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.50 GHz,Adamant,1,1,GB,32.0,3.5,4000.0 GB
1157,Adamant Custom 8-Core Liquid Cooled Workstation Desktop Computer System Intel Core i9 11900K 3.5GHz Z590 Tuf 128Gb DDR4 1TB NVMe PCIe 4.0 SSD 6TB HDD 750W WiFi Bluetooth 4xMiniDisplayPort,0.0/0,0,3199.99,Intel Core i9,6 TB,128 GB,3.50 GHz,Adamant,1,1,GB,128.0,3.5,6000.0 GB
1158,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10850K 3.6GHz Z590 Aorus 32Gb RAM 500Gb NVMe 980 PRO SSD 4TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.60 GHz,Adamant,1,1,GB,32.0,3.6,4000.0 GB
1159,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 10850K 3.6GHz Z590 Tuf 32Gb RAM 512Gb NVMe SSD 4TB HDD 750W PSU WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.60 GHz,Adamant,1,1,GB,32.0,3.6,4000.0 GB
1160,Adamant Custom 6-Core Gaming Desktop Desktop Computer PC Intel Core i5 10400 2.9GHz 16Gb RAM 2TB NVMe SSD 6TB HDD 600W WiFi Bluetooth USB Type-C Geforce RTX 3060 Ti 8Gb,0.0/0,0,3199.99,Intel Core i5,6 TB,16 GB,2.90 GHz,Adamant,1,0,GB,16.0,2.9,6000.0 GB
1161,Adamant Custom 16-Core Gaming Desktop Computer PC AMD Ryzen 9 5950X 3.4GHz X570 Tuf 32Gb RAM 512Gb NVMe SSD 4TB HDD 750W Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Ryzen 9,4 TB,32 GB,3.40 GHz,Adamant,0,0,GB,32.0,3.4,4000.0 GB
1162,Adamant Custom 10-Core Gaming Desktop Computer Intel Core i9-10850K 3.6Ghz Z590 Aorus Series 32Gb RAM 512Gb NVMe PRO SSD 6TB HDD 750W WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,0.0/0,0,3199.99,Intel Core i9,6 TB,32 GB,3.60 GHz,Adamant,1,0,GB,32.0,3.6,6000.0 GB
1163,Adamant Custom 8-Core Gaming Desktop Computer PC Intel Core i7-10700K 3.8Ghz Z590 Aorus Series 32Gb RAM 512Gb NVMe PRO SSD 4TB HDD WiFi Bluetooth Geforce RTX 3060 Ti 8Gb,0.0/0,0,3199.99,Intel Core i7,4 TB,32 GB,3.80 GHz,Adamant,1,0,GB,32.0,3.8,4000.0 GB
1164,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i7-10700K 3.8Ghz Z490 Aorus Series 32Gb RAM 500Gb NVMe 3500MB/s SSD 4TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0/0,0,3199.99,Intel Core i7,4 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,4000.0 GB
1165,Adamant Custom 8-Core Liquid Cooled Gaming Desktop Computer Intel Core i7-10700K 3.8Ghz Z590 Tuf Series 32Gb RAM 1TB NVMe 1800MB/s SSD 4TB HDD 750W Geforce RTX 3060 Ti 8Gb,0.0/0,0,3199.99,Intel Core i7,4 TB,32 GB,3.80 GHz,Adamant,0,1,GB,32.0,3.8,4000.0 GB
1166,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC System Intel Core i9-10850K 3.6GHz Z590 Aorus Series 32Gb RAM 1TB NVMe SSD 4TB HDD 750W Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.60 GHz,Adamant,0,1,GB,32.0,3.6,4000.0 GB
1167,Adamant Custom 10-Core Gaming Desktop Computer System Intel Core i9 10900K 3.7Ghz Z590 Tuf 32Gb RAM 1TB NVMe 1800MB/s SSD 5TB HDD 850W Dual WiFi Bluetooth Geforce RTX 2080 8Gb,0.0/0,0,3199.99,Intel Core i7,5 TB,32 GB,3.80 GHz,Adamant,1,0,GB,32.0,3.8,5000.0 GB
1170,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel i9 10900K 3.7Ghz Z590 Aorus Series 32Gb RAM 500Gb NVMe 3500MB/s SSD 5TB HDD WiFi Bluetooth Geforce RTX 2080 8Gb,0.0/0,0,3199.99,Intel Core i9,5 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,5000.0 GB
1171,Adamant Custom 16-Core Gaming Desktop Computer Workstation AMD Ryzen 9 5950X 3.4GHz X570 Series 32Gb DDR4 RAM 4TB HDD 1TB NVMe SSD WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Ryzen 9,4 TB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,4000.0 GB
1172,Adamant Custom 16-Core Gaming Desktop Computer PC AMD Ryzen 9 5950X 3.4GHz w/Liquid Cooling X570 Series 32Gb DDR4 RAM 4TB HDD 1TB NVMe SSD 600W WiFi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Ryzen 9,4 TB,32 GB,3.40 GHz,Adamant,1,1,GB,32.0,3.4,4000.0 GB
1173,Adamant Custom 16-Core Gaming Desktop Computer PC AMD Ryzen 9 5950X 3.4GHz X570 Series 32Gb DDR4 RAM 4TB HDD 500Gb NVMe 3500MB/s SSD 750W PSU Wi-Fi Bluetooth Geforce RTX 3070 8Gb,0.0/0,0,3199.99,Ryzen 9,4 TB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,4000.0 GB
1174,Adamant Custom Liquid Cooled Media Workstation Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz 32Gb DDR4 RAM 4TB HDD 500Gb NVMe 3500MB/s SSD Geforce RTX 2080 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.60 GHz,Adamant,0,1,GB,32.0,3.6,4000.0 GB
1175,Adamant Custom 9th Gen Gaming Desktop Computer Intel Core i9 11900K 3.5Ghz Liquid Cooling 32Gb DDR4 RAM 4TB HDD 1TB SSD Wi-Fi Geforce RTX 2080 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.70 GHz,Adamant,0,1,GB,32.0,3.7,4000.0 GB
1176,Adamant Custom 9th Gen Gaming Desktop Computer PC Intel Core i9 11900K 3.5Ghz Liquid Cooling 32Gb DDR4 RAM 4TB HDD 500Gb NVMe 3500MB/s SSD Wi-Fi Geforce RTX 2080 8Gb,0.0/0,0,3199.99,Intel Core i9,4 TB,32 GB,3.60 GHz,Adamant,0,1,GB,32.0,3.6,4000.0 GB
1177,"Alienware Aurora R10 Gaming Desktop - AMD Ryzen 9 5900, 32GB 3400MHz RAM, 1TB SSD, NVIDIA GeForce RTX 3080 10GB GDDR6X Graphics, Windows 11 Home - Lunar Light",5.0/5,2,3299.99,Ryzen 9,0 MB,32 GB,4.7 GHz,Alienware,0,0,GB,32.0,4.7,0.0 GB
1178,"Lenovo Legion 5i Tower 10TB SSD 32GB RAM Extreme (Intel Core i9-11900K Processor with Turbo Boost to 5.30GHz, 10 TB SSD, 32 GB RAM, NVIDIA GeForce GTX, Win 10) Desktop Gen 6 PC Computer",0.0/0,0,3199.0,Intel Core i9,10 TB,32 GB,5.30 GHz,Lenovo,0,0,GB,32.0,5.3,10000.0 GB
1180,"Dell XPS 8940 Desktop Computer - 11th Gen Intel Core i7-11700 up to 4.9 GHz CPU, 32GB RAM, 2TB SSD + 12TB HDD, GeForce RTX 3070 8GB GPU, Killer Wi-Fi 6, DVD Burner, Windows 11 Home, Black",0.0/0,0,3199.0,Intel Core i7,14000 GB,32 GB,2.50 GHz,Dell,0,0,GB,32.0,2.5,14000.0 GB
1181,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3050 8GB, 32GB DDR4, 2TB PCIe SSD + 2TB HDD (3.5), WRGB Fans, AC WiFi, BT, Win 10 Pro)",5.0/5,1,3198.0,AMD R Series,2 TB,32 GB,3.70 GHz,Velztorm,1,1,GB,32.0,3.7,2000.0 GB
